post_id,treatment,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28
vvrdwz,0,,,,,,,,,,,,2,49,54,,,,,,,,,,,,,,,,
vvrdx0,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,
vvrdx1,1,,,,,,,,,,,,5,29,30,,,,,,,,,,,,,,,,
vvrdx5,1,,,,,,,,,,,,5,32,32,,,,,,,,,,,,,,,,
vvrdx8,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdxg,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdxi,0,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,
vvrdxk,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdxm,1,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,
vvrdxn,0,,,,,,,,,,,,5,44,48,,,,,,,,,,,,,,,,
vvrdxp,0,,,,,,,,,,,,1,109,118,,,,,,,,,,,,,,,,
vvrdxr,1,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,
vvrdxs,0,,,,,,,,,,,,4,75,76,,,,,,,,,,,,,,,,
vvrdxt,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdxy,1,,,,,,,,,,,,2,15,13,,,,,,,,,,,,,,,,
vvrdy5,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdy9,0,,,,,,,,,,,,1,9,10,,,,,,,,,,,,,,,,
vvrdyd,1,,,,,,,,,,,,2,5,6,,,,,,,,,,,,,,,,
vvrdye,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdyh,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,
vvrdyj,1,,,,,,,,,,,,7,557,564,,,,,,,,,,,,,,,,
vvrdyl,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdym,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,
vvrdyw,0,,,,,,,,,,,,3,15,15,,,,,,,,,,,,,,,,
vvrdyx,0,,,,,,,,,,,,2,52,63,,,,,,,,,,,,,,,,
vvrdyz,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdz1,1,,,,,,,,,,,,4,93,87,,,,,,,,,,,,,,,,
vvrdz8,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdzd,0,,,,,,,,,,,,7,371,382,,,,,,,,,,,,,,,,
vvrdzi,1,,,,,,,,,,,,2,13,13,,,,,,,,,,,,,,,,
vvrdzm,1,,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,,
vvrdzo,1,,,,,,,,,,,,4,108,117,,,,,,,,,,,,,,,,
vvrdzt,0,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,
vvrdzw,0,,,,,,,,,,,,1,6,5,,,,,,,,,,,,,,,,
vvrdzy,0,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,
vvre02,0,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,
vvre07,1,,,,,,,,,,,,2,21,24,,,,,,,,,,,,,,,,
vvre0a,1,,,,,,,,,,,,2,108,106,,,,,,,,,,,,,,,,
vvre0b,1,,,,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,
vvre0c,0,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,
vvre0f,1,,,,,,,,,,,,2,10,8,,,,,,,,,,,,,,,,
vvre0h,1,,,,,,,,,,,,3,91,95,,,,,,,,,,,,,,,,
vvre0k,0,,,,,,,,,,,,2,1937,1965,,,,,,,,,,,,,,,,
vvre0n,0,,,,,,,,,,,,4,2,1,,,,,,,,,,,,,,,,
vvre0o,0,,,,,,,,,,,,1,3,4,,,,,,,,,,,,,,,,
vvre0r,1,,,,,,,,,,,,1,4,4,,,,,,,,,,,,,,,,
vvre0v,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,
vvre0x,1,,,,,,,,,,,,5,686,716,,,,,,,,,,,,,,,,
vvre11,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvre12,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvre15,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvre16,1,,,,,,,,,,,,6,9,8,,,,,,,,,,,,,,,,
vvre1a,0,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,
vvre1c,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,
vvre1f,0,,,,,,,,,,,,2,21,21,,,,,,,,,,,,,,,,
vvre1h,1,,,,,,,,,,,,2,7,7,,,,,,,,,,,,,,,,
vvre1i,1,,,,,,,,,,,,3,30,32,,,,,,,,,,,,,,,,
vvre1j,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,
vvre1k,0,,,,,,,,,,,,3,26,25,,,,,,,,,,,,,,,,
vvre1r,0,,,,,,,,,,,,1,3,3,,,,,,,,,,,,,,,,
vvre1y,0,,,,,,,,,,,,2,3,3,,,,,,,,,,,,,,,,
vvre22,0,,,,,,,,,,,,3,202,217,,,,,,,,,,,,,,,,
vvre24,1,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,
vvre26,1,,,,,,,,,,,,2,17,18,,,,,,,,,,,,,,,,
vvre29,0,,,,,,,,,,,,2,11,13,,,,,,,,,,,,,,,,
vvre2a,1,,,,,,,,,,,,3,36,42,,,,,,,,,,,,,,,,
vvre2d,1,,,,,,,,,,,,2,6,7,,,,,,,,,,,,,,,,
vwib3r,1,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,
vwib3y,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib40,1,,,,,,,,,,,,,3,11,,,,,,,,,,,,,,,,
vwib43,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,
vwib47,1,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,
vwib4a,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
vwib4c,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib4d,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib4h,0,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,
vwib4j,0,,,,,,,,,,,,,1,61,,,,,,,,,,,,,,,,
vwib4l,1,,,,,,,,,,,,,3,251,,,,,,,,,,,,,,,,
vwib4o,-1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib4r,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib4t,1,,,,,,,,,,,,,4,340,,,,,,,,,,,,,,,,
vwib4x,0,,,,,,,,,,,,,1,forbidden,,,,,,,,,,,,,,,,
vwib4y,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib50,0,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,
vwib51,0,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,
vwib53,0,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,
vwib5c,1,,,,,,,,,,,,,3,194,,,,,,,,,,,,,,,,
vwib5e,1,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,
vwib5g,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,
vwib5h,1,,,,,,,,,,,,,2,74,,,,,,,,,,,,,,,,
vwib5i,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib5k,1,,,,,,,,,,,,,3,222,,,,,,,,,,,,,,,,
vwib5l,0,,,,,,,,,,,,,1,forbidden,,,,,,,,,,,,,,,,
vwib5o,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib5r,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib5v,0,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,
vwib5w,1,,,,,,,,,,,,,3,11,,,,,,,,,,,,,,,,
vwib5y,0,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,
vwib5z,0,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,
vwib61,1,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,
vwib62,1,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,
vwib63,0,,,,,,,,,,,,,3,24,,,,,,,,,,,,,,,,
vwib64,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib6b,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib6f,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib6h,1,,,,,,,,,,,,,11,136,,,,,,,,,,,,,,,,
vwib6i,0,,,,,,,,,,,,,0,12,,,,,,,,,,,,,,,,
vwib6j,1,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,
vwib6m,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib6n,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib6o,0,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,
vwib6p,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib6t,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib6v,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib6w,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib72,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib76,0,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,
vwib77,1,,,,,,,,,,,,,5,17,,,,,,,,,,,,,,,,
vwib78,1,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,
vwib79,0,,,,,,,,,,,,,8,40,,,,,,,,,,,,,,,,
vwib7b,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib7d,1,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,
vwib7l,0,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,
vwib7o,1,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
vwib7p,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib7q,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib7r,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib7s,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib7t,0,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,
vwib7u,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib7v,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,
vwib7x,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib80,1,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,
vwib82,1,,,,,,,,,,,,,5,185,,,,,,,,,,,,,,,,
vwib84,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib85,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib8a,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib8b,0,,,,,,,,,,,,,3,18,,,,,,,,,,,,,,,,
vwib8c,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib8h,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib8i,0,,,,,,,,,,,,,1,30,,,,,,,,,,,,,,,,
vwib8p,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,
vwib8q,0,,,,,,,,,,,,,1,forbidden,,,,,,,,,,,,,,,,
vwib8s,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib8u,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib8v,1,,,,,,,,,,,,,4,64,,,,,,,,,,,,,,,,
vwib8y,0,,,,,,,,,,,,,5,233,,,,,,,,,,,,,,,,
vwib90,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,
vwib99,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwib9e,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,
vwib9f,0,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,
vwib9g,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib9h,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib9i,0,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,
vwib9m,0,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,
vwib9p,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwib9r,1,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
vwib9y,1,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,
vwib9z,1,,,,,,,,,,,,,2,32,,,,,,,,,,,,,,,,
vwiba2,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwiba5,1,,,,,,,,,,,,,5,32,,,,,,,,,,,,,,,,
vwibaa,1,,,,,,,,,,,,,3,103,,,,,,,,,,,,,,,,
vwibac,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwibad,0,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,
vwibai,0,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,
vwibaj,0,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,
vwiban,0,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,
vwibao,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwibb1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwibb4,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwibb5,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwibb9,0,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,
vwibba,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwibbb,1,,,,,,,,,,,,,2,forbidden,,,,,,,,,,,,,,,,
vwibbc,0,,,,,,,,,,,,,0,674,,,,,,,,,,,,,,,,
vwibbd,1,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,
vwibbe,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,
vwibbf,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwibbn,1,,,,,,,,,,,,,4,24,,,,,,,,,,,,,,,,
vwibbo,1,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,
vwibbr,1,,,,,,,,,,,,,7,521,,,,,,,,,,,,,,,,
vwibbs,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwibbt,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwibbu,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwibbz,1,,,,,,,,,,,,,5,23,,,,,,,,,,,,,,,,
vwibc7,0,,,,,,,,,,,,,11,86,,,,,,,,,,,,,,,,
vwibc8,1,,,,,,,,,,,,,3,39,,,,,,,,,,,,,,,,
vwibci,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwibck,0,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,
vwibcm,1,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,
vwibcv,0,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,
vwibcw,1,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,
vwibcz,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwibd0,0,,,,,,,,,,,,,2,25,,,,,,,,,,,,,,,,
vwibd2,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwibd8,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwibdd,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,
vwibdg,0,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,
vwibdl,1,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,
vwibdm,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,
vwibdu,0,,,,,,,,,,,,,2,71,,,,,,,,,,,,,,,,
vwibe0,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
vwibe3,1,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,
vwibe9,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwibec,0,,,,,,,,,,,,,21,331,,,,,,,,,,,,,,,,
vwibef,1,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,
vwibeg,0,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,
vwibeh,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
vwibem,0,,,,,,,,,,,,,1,14,,,,,,,,,,,,,,,,
vwiber,1,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,
vwibes,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,
vwibeu,0,,,,,,,,,,,,,2,24,,,,,,,,,,,,,,,,
vwibew,1,,,,,,,,,,,,,5,20,,,,,,,,,,,,,,,,
vwibf1,0,,,,,,,,,,,,,14,209,,,,,,,,,,,,,,,,
vwibf6,1,,,,,,,,,,,,,5,65,,,,,,,,,,,,,,,,
vwibf8,1,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,
vwibf9,1,,,,,,,,,,,,,4,21,,,,,,,,,,,,,,,,
vxb3nm,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3nn,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3nr,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3nv,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3o0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3o2,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
vxb3o5,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3o7,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
vxb3oc,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3od,0,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,
vxb3ok,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
vxb3oq,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3or,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3ox,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3oy,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3oz,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3p2,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3p8,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3p9,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3pa,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3pd,0,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
vxb3pl,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3pm,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3pq,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3ps,1,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,
vxb3pt,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3pv,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3pw,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3pz,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3q1,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3q7,0,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3q8,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3qj,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3qn,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3qq,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3qr,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3qs,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3qu,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3qv,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3qx,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3qz,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3r0,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3r5,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,
vxb3r6,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3r8,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3r9,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3ra,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3rg,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3rh,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3rk,0,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,
vxb3rl,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3rm,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3rn,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3ro,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3rp,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3rq,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3rt,0,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,
vxb3ru,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3rx,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3s2,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3s3,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3s5,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3s8,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
vxb3sa,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3sb,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3se,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3sf,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3sj,0,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
vxb3sw,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3sz,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3t1,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3td,-1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3tl,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
vxb3tm,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3to,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3ts,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
vxb3tz,0,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
vxb3u1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3u3,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3u6,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3u9,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3uk,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3ul,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3un,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3ur,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3us,0,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,
vxb3uv,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3uz,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3v1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3v2,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3v5,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3v7,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3v8,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3vc,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3ve,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3vh,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3vk,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3vo,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3vq,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3vu,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3vv,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3vx,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3w1,0,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,
vxb3w5,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3w8,0,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
vxb3w9,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3wc,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3we,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3wf,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3wk,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3wn,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
vxb3wq,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3wr,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3wt,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3wv,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3ww,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
vxb3x4,0,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
vxb3x6,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3xa,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
vxb3xc,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3xe,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
vxb3xf,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3xh,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3xi,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
vxb3xo,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
